CreditScore,Geography,Age,Balance,NumOfProducts,IsActiveMember,Exited
769,Germany,60,148846.39,1,0,Yes
692,France,69,154953.94,1,1,No
560,France,30,108883.29,1,0,No
607,France,48,112070.86,3,0,Yes
630,Germany,29,131354.39,1,1,Yes
767,Germany,45,132746.2,2,0,Yes
543,France,34,0.0,2,1,No
776,France,39,125211.55,2,0,No
535,Spain,58,0.0,2,1,Yes
549,Germany,36,139422.37,1,0,Yes
844,France,28,0.0,2,1,No
586,Germany,47,157099.47,2,1,No
583,France,40,0.0,2,0,No
701,Spain,26,83600.24,1,1,No
726,France,28,0.0,1,0,No
829,Germany,36,81795.74,2,0,No
749,Spain,38,129378.32,1,1,No
743,France,46,0.0,1,0,No
619,Spain,56,0.0,2,1,No
699,France,22,99339.0,1,0,Yes
749,Spain,36,0.0,2,0,No
600,Germany,29,74430.1,2,1,No
760,Spain,38,91241.85,1,1,No
528,Germany,32,99092.45,1,1,No
630,France,26,0.0,2,0,No
683,Germany,39,100062.16,2,0,No
677,Germany,26,98723.67,1,1,No
669,Spain,29,0.0,1,1,No
693,France,43,128760.32,1,0,No
612,Spain,52,144772.69,1,0,Yes
719,Spain,44,0.0,1,0,Yes
702,France,26,71281.29,1,1,Yes
755,France,29,117035.89,1,1,No
514,France,26,0.0,2,0,No
753,France,40,3768.69,2,0,Yes
548,Germany,36,108913.84,2,1,No
850,Germany,28,101100.22,2,1,No
612,France,38,110615.47,1,1,No
628,Germany,33,152143.89,1,1,No
479,France,47,121797.09,1,1,Yes
724,France,41,109798.25,1,1,No
512,Germany,41,122403.24,1,1,Yes
638,France,43,145860.98,1,1,Yes
834,Spain,40,0.0,2,0,No
781,France,29,0.0,2,0,No
707,Germany,48,105086.74,1,1,Yes
670,France,22,114991.45,1,1,No
663,Spain,33,96769.04,1,1,No
624,France,23,0.0,2,0,No
598,France,34,0.0,2,0,No
619,Germany,23,132725.1,1,1,No
792,France,70,0.0,2,1,No
683,France,26,0.0,2,0,No
691,France,33,0.0,2,0,No
765,Spain,33,84557.82,1,1,No
508,France,49,93817.41,2,1,Yes
637,France,33,113913.53,1,1,No
667,Germany,44,140406.68,2,1,No
575,Spain,22,105229.34,1,1,No
744,Spain,46,0.0,3,1,Yes
567,France,41,137891.35,1,0,Yes
502,France,35,0.0,2,1,No
609,France,53,0.0,2,1,No
715,France,37,165252.52,1,0,No
541,France,32,0.0,2,0,No
850,France,71,0.0,2,1,No
595,Spain,23,0.0,2,1,No
650,Germany,28,122034.4,3,1,Yes
625,France,44,0.0,1,0,No
817,France,59,118962.58,1,1,No
526,Spain,49,0.0,1,0,Yes
850,France,34,71379.53,2,1,No
598,France,40,171178.25,1,0,Yes
613,France,36,131307.11,1,0,No
709,Spain,62,0.0,2,1,No
678,Spain,27,87099.85,2,0,No
720,France,71,183135.39,2,1,No
662,France,26,0.0,2,1,No
525,France,51,0.0,3,0,Yes
662,France,31,0.0,2,1,No
770,France,33,0.0,2,1,No
721,Spain,33,72535.45,1,1,No
633,Germany,58,128137.42,2,0,Yes
701,France,51,0.0,2,0,No
556,Germany,42,115915.53,2,1,Yes
639,France,66,0.0,2,1,No
632,France,50,0.0,2,0,No
456,France,29,107000.49,1,1,No
729,Spain,38,0.0,2,0,No
632,France,34,0.0,2,0,No
433,Spain,34,152806.74,1,0,No
802,France,60,92887.06,1,0,Yes
670,France,25,0.0,2,1,No
738,Germany,40,114940.67,2,1,Yes
706,Germany,34,140641.26,2,1,No
592,Germany,70,71816.74,2,0,Yes
522,France,41,0.0,2,1,No
746,France,48,165282.42,1,0,Yes
651,Spain,42,143145.87,2,0,No
494,France,28,114731.76,2,1,No
753,Germany,46,113909.69,3,0,Yes
671,Germany,36,116695.27,1,0,No
696,France,42,0.0,1,0,Yes
577,Spain,43,0.0,2,1,No
587,France,36,0.0,2,1,No
712,Germany,37,93978.96,2,0,No
498,Germany,35,121968.11,2,1,No
660,France,37,97324.91,1,0,No
678,Spain,29,0.0,2,0,No
530,France,37,0.0,2,1,No
559,France,48,0.0,2,1,No
624,France,42,145155.37,1,0,Yes
592,France,28,137222.77,1,0,No
767,France,48,0.0,2,1,No
653,Germany,38,114268.22,2,1,No
678,Spain,27,0.0,2,1,No
586,Spain,42,0.0,1,0,No
550,France,40,150490.32,1,0,Yes
643,Germany,28,160858.13,2,0,No
612,Spain,39,170288.38,1,1,No
674,Germany,27,111568.01,1,1,No
657,Spain,29,83889.03,1,0,No
724,Germany,35,171982.95,2,1,No
500,France,34,0.0,2,0,No
688,France,20,137624.4,2,1,No
599,France,50,121159.65,1,0,Yes
631,France,29,0.0,2,1,No
634,Spain,52,0.0,2,1,No
545,France,37,91184.01,1,0,No
644,Spain,18,0.0,2,0,No
690,Germany,54,144027.8,1,1,Yes
711,France,34,0.0,2,1,No
712,France,29,140170.61,1,1,No
627,France,27,62092.9,1,1,No
694,Spain,39,0.0,1,1,No
534,Spain,35,0.0,2,0,No
603,France,45,0.0,1,0,No
808,France,33,103516.87,1,0,No
723,Spain,30,0.0,3,0,Yes
585,France,35,0.0,2,0,Yes
706,France,34,0.0,2,1,No
671,France,31,0.0,2,1,No
597,Spain,43,85162.26,1,1,Yes
646,France,43,143061.88,1,0,No
801,Spain,46,0.0,2,1,No
731,Spain,33,137388.01,2,0,No
620,Germany,25,137712.01,1,1,No
484,Germany,40,106901.42,2,0,No
647,Spain,47,105603.21,2,1,No
688,Germany,40,150679.71,2,1,No
680,Germany,30,108300.27,2,1,Yes
689,France,46,52016.08,2,1,No
513,Germany,34,60515.13,1,0,No
553,Germany,35,158584.28,2,0,No
689,Germany,47,118812.5,2,0,No
517,Spain,46,0.0,1,0,No
731,France,37,0.0,2,1,No
687,Germany,47,91219.29,1,0,Yes
507,Spain,32,0.0,2,0,No
468,France,22,76318.64,1,1,No
682,Spain,58,0.0,1,0,No
603,France,24,0.0,1,1,Yes
522,Germany,25,111432.13,1,1,No
629,Spain,41,150148.51,1,0,No
729,France,32,38550.06,1,1,No
574,France,39,119013.86,1,0,No
677,Germany,39,111213.64,2,1,No
627,Germany,28,71097.23,1,1,No
788,Spain,36,109632.85,1,1,No
697,France,63,148368.02,1,0,Yes
578,France,45,148600.91,1,0,Yes
519,France,48,71083.98,1,0,No
632,France,40,139625.34,1,0,Yes
679,France,39,0.0,1,0,Yes
699,France,30,0.0,1,1,No
615,France,64,81564.1,2,1,No
622,Spain,36,0.0,2,1,No
755,France,28,124540.28,1,1,No
767,France,42,133616.39,1,0,No
752,Germany,38,101648.5,2,0,No
633,France,26,124281.84,1,1,No
717,France,59,0.0,2,1,No
585,Spain,45,0.0,2,0,No
751,France,37,183613.66,2,0,No
754,Germany,65,136186.44,1,1,Yes
495,France,47,137682.68,1,0,No
650,France,34,106005.54,1,1,No
529,France,31,152310.55,1,0,No
585,France,43,0.0,2,0,No
668,Spain,32,134446.04,1,1,No
591,France,38,142289.28,1,1,No
731,France,19,0.0,2,1,No
754,France,45,0.0,1,0,Yes
650,Germany,46,149003.76,2,0,No
588,Germany,41,131341.46,2,1,No
712,Spain,29,77919.78,1,0,No
691,France,34,0.0,2,1,No
771,France,41,108309.0,4,1,Yes
678,Spain,39,0.0,1,1,No
719,Spain,40,0.0,2,0,No
610,Germany,36,115462.02,1,1,No
722,Spain,37,0.0,2,0,No
758,Germany,23,122739.1,1,0,Yes
709,France,32,0.0,2,0,No
634,Germany,53,113781.5,2,1,Yes
678,Spain,49,0.0,2,1,No
633,France,35,0.0,2,1,No
710,France,43,128284.45,1,0,Yes
640,Germany,45,120591.19,1,0,No
656,France,63,0.0,2,1,No
551,France,59,166968.28,1,0,Yes
786,Spain,39,0.0,2,0,No
561,France,49,0.0,2,1,No
807,Spain,42,0.0,2,1,No
602,Germany,38,71667.97,2,0,No
727,Germany,31,82729.47,2,0,No
678,France,40,0.0,2,1,No
730,France,23,0.0,2,0,No
596,Spain,30,0.0,2,0,No
686,Germany,39,129626.19,2,1,No
684,Germany,26,114035.39,1,0,No
797,Germany,32,151922.94,1,0,No
658,France,39,0.0,1,1,No
653,Spain,27,107751.68,2,1,No
641,France,37,0.0,2,0,No
656,Spain,41,101179.23,2,1,No
750,Spain,36,0.0,2,1,No
768,France,40,0.0,2,1,No
568,France,33,0.0,2,0,No
706,Germany,36,58571.18,2,0,No
430,Germany,38,153058.64,1,0,No
745,Germany,35,98270.34,1,0,No
747,France,43,130788.71,1,1,Yes
657,Germany,40,99165.84,1,1,Yes
639,France,42,0.0,2,0,No
704,France,44,0.0,2,1,No
651,Spain,23,115636.05,2,0,No
706,Germany,44,185932.18,2,0,No
632,Germany,30,72549.0,2,1,No
751,France,42,0.0,2,1,No
767,France,35,0.0,2,0,No
741,France,39,0.0,1,1,No
651,Germany,29,121890.06,1,0,Yes
601,France,46,99786.07,1,1,Yes
520,France,34,0.0,2,1,No
626,Germany,27,115084.53,2,1,No
811,France,30,0.0,2,1,No
730,France,32,127661.69,1,0,No
604,Germany,47,118907.6,1,1,Yes
499,Germany,44,77627.33,2,0,No
754,Spain,40,160625.17,1,1,No
716,Spain,29,0.0,2,0,No
636,France,20,124266.86,1,0,No
470,France,25,127974.06,2,1,No
444,France,43,0.0,2,1,No
809,Spain,48,0.0,1,0,Yes
850,Germany,30,104911.35,2,1,No
637,France,27,0.0,2,0,No
512,France,43,0.0,2,1,No
774,Spain,43,110646.54,1,0,No
641,France,57,0.0,2,1,No
586,Germany,42,126704.49,2,0,No
611,France,30,0.0,2,1,No
660,Spain,31,84560.04,1,1,No
532,France,43,0.0,2,0,Yes
557,Germany,38,129893.56,1,0,No
730,Spain,25,167385.81,1,1,No
535,France,27,0.0,2,1,No
773,Germany,36,105858.71,1,1,No
510,Germany,44,123070.89,1,0,Yes
539,France,39,0.0,1,1,No
690,Spain,48,0.0,2,1,No
821,France,40,0.0,2,0,No
687,Germany,35,125141.24,2,1,No
557,France,46,96173.17,2,1,No
532,Spain,37,0.0,2,1,No
540,Spain,39,0.0,2,0,No
705,France,55,0.0,2,1,No
542,Germany,35,127543.11,2,0,Yes
706,France,38,0.0,2,0,No
765,France,56,0.0,1,0,Yes
529,France,67,103101.56,2,1,Yes
714,France,54,126113.28,1,0,No
582,France,41,40488.76,1,0,No
609,Germany,40,137389.77,2,0,No
518,France,28,85146.36,1,0,No
791,Germany,35,129828.58,1,1,Yes
747,France,42,80214.36,1,0,Yes
565,France,40,0.0,2,1,No
735,France,34,141796.43,1,0,No
697,France,49,195238.29,4,1,Yes
813,Germany,27,111348.15,1,0,No
772,France,43,0.0,2,1,No
606,France,71,0.0,2,1,No
667,Germany,42,64404.26,2,0,No
637,Germany,40,154309.67,1,1,Yes
542,France,67,129431.36,1,1,No
762,Spain,43,134204.67,1,1,No
698,France,39,0.0,2,1,No
850,France,32,0.0,2,1,No
621,France,50,0.0,2,0,Yes
671,Germany,48,116711.06,2,0,No
775,France,31,0.0,2,0,No
504,Spain,34,54980.81,1,1,No
751,Spain,37,99773.85,2,0,No
691,Germany,30,101231.77,2,0,No
841,Germany,32,117070.21,1,0,No
709,Germany,23,73314.04,2,0,No
673,France,37,0.0,1,1,No
541,France,37,212314.03,1,1,No
661,France,31,136067.82,2,0,No
784,Spain,42,109052.04,2,0,No
742,France,35,79126.17,1,1,No
850,Spain,55,0.0,1,0,Yes
443,France,35,108308.0,1,0,Yes
778,Germany,48,102290.56,2,0,No
529,France,39,102025.08,2,0,No
678,Germany,37,113383.07,1,1,No
516,Spain,65,102541.1,1,0,No
469,Spain,35,0.0,2,0,No
786,Spain,40,0.0,2,0,No
703,France,41,109941.51,1,0,No
579,Germany,41,141749.68,1,1,No
565,France,38,0.0,2,1,No
443,France,44,0.0,1,0,No
589,France,37,85146.48,2,0,Yes
691,France,44,134066.1,2,1,No
711,France,28,0.0,2,0,No
775,Spain,27,0.0,1,1,No
621,France,35,87619.29,1,0,No
350,France,51,0.0,1,1,Yes
668,Spain,30,0.0,2,0,No
633,Spain,27,0.0,2,0,No
697,Germany,43,103409.16,1,0,Yes
734,Germany,30,123040.38,1,1,No
434,France,41,108128.52,1,1,No
646,Germany,48,169023.33,2,1,No
764,France,30,0.0,2,1,No
727,Spain,41,0.0,2,1,No
724,France,29,0.0,2,1,No
749,Spain,42,222267.63,1,0,Yes
706,Germany,47,144090.42,1,0,Yes
728,France,30,114835.43,1,1,No
636,France,44,0.0,2,0,No
634,France,34,145030.92,1,1,No
627,France,43,71240.3,1,1,No
518,France,59,138772.15,1,1,No
687,Spain,29,93617.07,1,1,No
622,Spain,23,0.0,2,1,No
693,Spain,45,0.0,2,1,No
450,Spain,25,74237.2,2,1,No
664,Germany,49,127421.78,2,0,Yes
663,Spain,28,61274.7,2,0,No
660,France,34,106486.66,2,1,No
579,France,29,73194.52,2,1,No
655,Germany,44,146498.76,1,0,Yes
683,France,47,0.0,2,0,No
655,France,32,0.0,1,1,No
575,Spain,30,0.0,2,0,No
574,Spain,30,120355.0,1,0,No
795,France,32,117265.21,1,1,No
776,France,43,0.0,2,1,No
707,Spain,52,0.0,1,0,Yes
705,Germany,37,109974.22,1,1,Yes
678,Germany,44,98009.13,2,1,No
663,France,34,0.0,1,1,No
748,France,66,0.0,1,1,No
677,Spain,34,171671.9,1,1,No
634,Spain,63,0.0,2,0,Yes
350,France,60,0.0,1,0,Yes
727,France,61,128213.96,2,1,Yes
773,Germany,51,116197.65,2,1,No
675,France,39,0.0,2,0,No
649,Spain,36,86607.39,1,0,No
552,France,29,0.0,2,0,No
761,Germany,62,98854.34,1,0,Yes
622,France,31,0.0,1,0,No
615,France,59,0.0,2,1,No
681,Germany,31,97338.19,2,0,No
768,France,30,0.0,2,1,No
617,Spain,34,0.0,2,0,No
452,France,33,131698.57,2,0,No
807,Germany,37,130110.45,2,1,No
567,Spain,44,0.0,2,0,No
603,Spain,24,165149.13,2,0,No
617,Spain,37,101707.8,1,0,No
701,France,34,105588.66,1,1,No
820,Germany,39,111336.89,1,0,Yes
438,France,60,78391.17,1,1,No
600,Spain,27,0.0,2,1,No
782,France,34,0.0,1,0,Yes
638,Germany,41,144326.09,1,0,Yes
850,Germany,27,101278.25,2,1,No
741,Germany,19,108711.57,2,0,No
689,Spain,73,108555.07,1,1,No
743,Germany,35,146781.24,1,0,No
493,France,36,0.0,2,1,No
416,Spain,35,0.0,1,0,No
725,France,25,0.0,2,1,No
497,France,34,0.0,2,1,No
537,Germany,66,103291.25,2,1,No
706,Spain,29,209490.21,1,1,Yes
651,Spain,38,0.0,3,0,Yes
720,France,33,0.0,2,1,No
797,France,45,0.0,1,0,No
543,Spain,23,0.0,2,0,No
454,France,34,0.0,2,0,No
691,France,37,149405.18,1,1,No
510,France,52,191665.21,1,1,Yes
792,Spain,40,0.0,1,0,No
721,France,41,135071.12,1,1,No
765,France,41,0.0,2,1,No
850,Spain,39,0.0,2,1,No
681,Germany,38,181804.34,2,1,No
586,France,60,47020.65,2,1,Yes
753,France,36,128518.98,1,1,Yes
593,Germany,38,142658.04,2,1,No
674,France,21,120150.39,2,1,No
610,France,35,81905.95,1,1,No
652,France,26,137998.2,2,1,No
850,Germany,26,123126.29,1,0,No
740,France,51,0.0,2,1,No
637,Germany,43,135645.29,2,1,Yes
685,Spain,31,122449.31,2,1,No
558,Spain,40,161766.87,1,0,No
677,France,37,0.0,2,1,No
592,Germany,36,123187.51,1,1,No
652,Germany,36,150956.71,1,0,No
662,Spain,42,105021.28,1,0,No
543,France,64,0.0,2,1,No
675,Spain,50,133204.91,1,1,No
643,Spain,35,0.0,2,1,No
611,Germany,49,115488.52,2,1,Yes
412,France,29,0.0,2,0,No
638,Spain,41,0.0,2,0,No
824,Spain,38,0.0,2,0,No
683,France,40,0.0,2,0,No
562,Germany,39,130565.02,1,0,Yes
599,France,41,91328.71,1,0,No
753,France,35,0.0,2,1,No
594,France,50,81310.34,1,1,No
657,France,34,107136.6,1,0,No
716,Spain,34,0.0,1,1,No
850,France,43,0.0,2,1,No
664,France,46,0.0,1,1,Yes
558,France,33,108477.49,1,1,Yes
606,Germany,40,144757.97,2,1,No
776,Spain,33,0.0,2,1,No
557,Spain,36,113110.26,1,0,No
614,France,27,106414.57,2,0,No
620,Spain,42,106920.91,1,1,No
695,Spain,35,0.0,2,0,No
729,Germany,39,131513.26,1,1,No
571,France,53,0.0,2,0,No
457,France,40,134320.23,2,0,No
559,France,29,79715.36,1,0,No
664,France,38,74306.19,2,0,No
500,Spain,50,0.0,4,1,Yes
782,Germany,42,126428.38,1,0,No
708,Spain,38,99640.89,1,0,No
681,France,43,66338.68,1,1,Yes
674,Spain,39,0.0,2,1,No
697,Spain,43,128226.37,1,0,No
774,France,26,0.0,2,1,No
624,France,36,0.0,2,0,No
747,Spain,37,0.0,2,1,No
715,France,32,0.0,2,0,No
808,France,24,122168.65,1,0,No
678,France,43,178074.33,1,0,No
813,Germany,59,135078.41,1,0,Yes
687,Spain,38,69434.4,2,1,Yes
832,France,29,0.0,2,0,No
668,France,72,0.0,2,1,No
526,Germany,34,122726.56,1,1,No
457,France,38,164496.99,1,1,No
649,Spain,38,0.0,1,0,No
669,France,41,150219.41,2,0,No
668,France,42,187534.79,1,1,Yes
466,France,30,0.0,1,0,No
685,France,30,0.0,2,1,No
610,France,34,103108.17,1,0,No
582,Germany,50,96486.57,2,1,No
702,Germany,36,90560.48,2,0,No
556,Spain,46,131764.96,1,1,Yes
812,Spain,24,92476.88,1,0,No
645,Germany,47,152076.93,1,0,Yes
809,France,43,0.0,2,1,No
560,France,49,0.0,1,1,Yes
744,France,29,43504.42,1,1,No
731,Spain,39,0.0,2,0,No
471,Spain,28,0.0,2,1,No
686,Germany,38,93569.86,3,0,Yes
668,Spain,45,102486.21,2,1,No
575,France,36,0.0,1,1,No
435,Germany,37,114346.3,1,1,Yes
743,France,23,110203.77,1,0,No
580,France,39,128362.59,1,0,No
599,Germany,49,143888.22,2,1,Yes
534,Spain,34,170600.78,1,1,No
680,France,32,0.0,1,1,No
631,Spain,46,0.0,2,1,No
485,France,39,75339.64,1,1,No
699,France,40,122038.34,1,0,No
712,France,34,0.0,2,1,No
603,France,51,186825.57,1,0,Yes
850,France,40,124788.18,1,0,No
584,France,41,0.0,2,1,No
604,France,71,0.0,2,1,No
586,France,51,138553.57,1,1,No
467,Spain,39,0.0,2,1,No
520,France,35,105387.89,1,1,No
683,Spain,40,95053.1,1,1,Yes
557,France,36,0.0,1,1,No
613,Spain,32,0.0,2,1,No
786,France,34,137361.96,1,0,No
593,Spain,32,158537.42,1,0,No
670,Spain,29,0.0,2,0,No
657,Germany,48,143595.87,1,0,Yes
718,Germany,32,169947.41,2,1,No
623,France,24,148167.83,2,1,No
496,France,31,0.0,2,0,No
429,France,39,48023.83,1,0,No
606,France,36,155655.46,1,1,Yes
499,France,46,0.0,2,0,No
642,France,62,0.0,2,1,No
641,France,52,0.0,1,0,Yes
673,France,32,121240.76,1,0,No
570,France,36,0.0,2,0,No
472,France,37,0.0,2,1,No
550,Germany,35,129847.75,2,0,No
625,Germany,55,118772.71,4,0,Yes
516,France,46,0.0,2,1,No
682,Germany,32,105163.88,2,1,No
620,France,28,0.0,2,1,No
626,France,39,0.0,2,1,No
623,France,29,0.0,2,0,No
569,France,35,93934.63,1,0,No
724,France,69,117866.92,1,1,No
678,France,55,0.0,1,1,Yes
713,Spain,26,122857.46,2,0,Yes
631,France,32,0.0,2,1,No
846,France,37,127103.97,1,1,No
660,France,43,0.0,1,1,Yes
567,France,54,96402.96,1,0,Yes
731,France,31,132512.26,1,1,No
693,Spain,47,107604.66,1,1,No
772,France,34,0.0,2,0,No
657,France,38,0.0,2,0,No
774,Germany,34,120875.23,2,1,No
667,France,37,71786.9,2,1,No
516,France,37,113143.12,1,0,No
551,Spain,49,150777.72,2,1,No
542,Spain,35,174894.53,1,1,No
623,France,28,0.0,1,0,No
701,France,43,160416.56,1,1,No
583,France,48,91246.53,1,0,Yes
731,Spain,46,0.0,2,0,No
461,France,35,0.0,1,1,No
702,Germany,23,98775.23,1,0,No
565,Germany,47,139756.12,1,0,Yes
711,Spain,42,177626.77,3,1,Yes
664,France,54,0.0,1,1,Yes
518,Spain,50,0.0,1,0,Yes
728,Spain,42,0.0,2,1,No
585,Germany,37,152496.82,1,1,No
573,France,52,0.0,2,1,No
568,Germany,26,112930.28,2,0,No
602,Germany,26,113674.2,1,0,Yes
603,France,44,0.0,1,0,No
687,France,38,144450.58,1,1,No
741,France,52,171236.3,2,0,Yes
469,Spain,37,96776.49,1,1,No
477,Germany,58,145984.92,1,1,No
737,Germany,43,96353.8,1,0,No
835,France,25,0.0,2,1,No
717,Germany,33,115777.23,1,1,No
562,France,51,122822.0,2,0,No
758,Spain,61,0.0,2,1,No
408,France,40,0.0,2,0,No
650,Spain,32,79450.09,1,1,No
582,Germany,33,122394.0,1,1,No
706,Spain,43,0.0,2,0,No
567,Germany,41,134378.89,1,1,No
720,France,29,0.0,2,0,No
631,Spain,31,88161.85,2,0,No
623,Spain,41,142412.13,1,0,No
514,France,35,121030.9,1,0,No
650,Germany,35,165982.43,2,1,No
673,Spain,35,0.0,2,0,No
504,France,32,206663.75,1,0,No
723,Germany,37,94661.53,2,0,No
645,France,25,174400.36,1,0,No
664,Spain,41,123428.69,1,1,No
760,Spain,43,175735.5,1,1,No
766,Spain,36,78381.13,1,1,No
634,France,37,115345.86,2,0,No
640,Germany,31,118613.34,1,0,No
784,Germany,28,109960.06,2,1,No
547,Germany,42,142703.4,1,0,Yes
608,Germany,40,121729.42,1,0,No
547,France,35,0.0,1,1,No
612,France,43,139496.35,2,1,No
573,Spain,28,0.0,2,0,No
615,Spain,32,138521.83,1,1,No
710,France,33,0.0,2,0,No
674,Germany,38,83727.68,1,0,No
702,Spain,38,0.0,2,1,No
616,France,37,0.0,1,0,No
688,Spain,32,124179.3,1,1,No
605,France,36,128829.25,1,0,No
676,France,33,171490.78,1,0,No
708,Spain,33,0.0,2,0,No
745,Spain,38,0.0,2,1,No
661,Spain,20,0.0,1,0,No
726,France,31,0.0,2,1,No
475,France,40,160818.08,1,1,Yes
751,Germany,54,156367.6,2,1,No
645,Germany,59,121669.93,2,0,Yes
775,France,42,133970.22,2,1,No
540,France,41,0.0,2,0,No
591,France,34,96127.27,1,0,No
596,Spain,60,121907.97,1,1,No
573,Spain,41,0.0,2,1,No
577,Spain,31,0.0,1,1,No
830,Germany,40,77701.64,1,1,No
663,France,67,0.0,3,1,No
421,France,34,0.0,2,1,No
718,Spain,34,113922.44,2,0,No
655,Germany,61,183997.7,2,1,No
712,France,23,0.0,2,1,No
663,France,28,0.0,2,1,No
640,France,47,89799.46,2,1,Yes
577,Spain,29,0.0,1,1,No
546,Spain,36,85660.96,1,0,No
802,Germany,37,115569.21,1,1,No
590,France,45,81828.22,1,0,No
594,Germany,18,132694.73,1,0,No
577,Spain,51,108867.0,1,0,Yes
541,France,39,0.0,2,0,No
781,France,27,0.0,2,0,No
806,Germany,34,96152.68,2,0,No
723,Germany,49,153855.52,1,1,Yes
535,France,45,0.0,2,0,No
768,France,36,141334.95,1,1,No
653,Germany,41,104584.11,1,0,Yes
803,Germany,50,98173.02,1,0,Yes
545,Spain,44,0.0,2,1,No
581,Germany,38,135157.05,1,1,No
513,Germany,49,171601.27,1,0,No
731,France,29,179539.2,1,0,No
727,Germany,39,80615.46,2,0,No
560,Spain,47,0.0,1,0,Yes
766,Germany,27,126285.73,1,0,Yes
630,Germany,23,137964.51,1,1,No
652,Germany,41,159434.03,1,0,No
729,Germany,40,113574.61,2,0,No
629,France,33,0.0,2,1,No
667,Germany,33,124573.33,2,0,No
671,Germany,31,105864.6,2,0,No
768,Germany,47,104552.61,1,0,Yes
732,France,35,0.0,2,0,No
546,France,30,0.0,2,1,No
630,France,55,0.0,1,1,Yes
765,Germany,46,119492.88,2,1,Yes
704,France,33,130499.09,2,1,No
470,Spain,48,140576.11,1,1,No
688,Germany,34,91025.58,2,1,No
685,France,33,0.0,3,1,Yes
567,France,38,125877.65,2,1,No
720,Spain,64,45752.78,2,0,Yes
609,France,39,121778.71,1,1,No
521,Germany,49,127948.57,1,1,No
556,France,30,0.0,2,1,No
662,Germany,30,115286.68,2,1,No
704,Germany,41,62078.21,2,0,No
750,France,38,0.0,2,0,No
619,Spain,32,175406.13,2,1,Yes
468,Spain,26,131643.25,1,0,No
435,Germany,44,151739.65,1,0,No
529,France,43,93616.35,2,0,No
702,Germany,60,138597.54,2,1,Yes
608,France,41,0.0,2,1,No
576,France,40,0.0,2,0,Yes
666,France,27,85225.21,1,1,No
730,France,36,148749.29,2,0,No
647,Germany,52,130013.12,1,1,Yes
516,Spain,27,0.0,1,1,No
711,France,81,0.0,2,1,No
736,France,54,111729.47,2,1,No
768,France,36,180169.44,2,0,No
427,Spain,40,0.0,2,1,No
686,Spain,47,0.0,1,0,Yes
690,France,42,0.0,2,1,No
647,Spain,29,0.0,2,0,No
714,France,35,0.0,2,1,No
736,Germany,36,103914.17,1,1,Yes
608,France,34,88772.87,1,1,No
809,France,39,0.0,1,0,No
745,France,40,131184.67,1,1,No
781,France,38,117810.79,1,1,Yes
527,France,31,0.0,1,0,No
595,Germany,32,92466.21,1,0,No
850,Germany,38,102741.15,2,1,No
569,France,37,178755.84,1,0,No
728,France,43,0.0,2,0,No
473,Germany,32,146602.25,2,1,No
738,France,29,0.0,2,1,No
659,France,35,0.0,2,1,No
597,Spain,38,115702.67,2,1,No
445,Germany,61,137655.31,1,1,No
671,France,29,0.0,2,0,No
656,Spain,34,59877.33,1,0,Yes
658,France,31,100082.14,1,1,No
698,Germany,52,107304.39,3,0,Yes
655,Spain,38,0.0,1,1,No
772,Spain,41,96032.22,1,1,No
681,Spain,33,0.0,1,0,No
688,Germany,29,144553.5,2,0,No
633,Germany,40,86172.81,2,1,No
735,France,73,0.0,1,1,No
521,Germany,29,87212.8,1,1,No
541,France,36,0.0,2,0,No
612,Germany,36,130700.92,2,0,No
562,France,62,0.0,2,0,No
703,France,32,0.0,2,0,No
710,Spain,23,0.0,2,1,No
731,Spain,40,171325.98,1,1,Yes
703,Spain,58,92930.92,1,1,No
618,France,40,0.0,1,0,No
689,France,29,77556.79,2,1,No
718,France,33,102874.28,1,0,No
608,France,37,146093.39,2,0,No
749,Spain,34,0.0,1,0,Yes
753,Spain,51,79811.72,2,1,Yes
630,Spain,39,105473.74,1,0,Yes
693,Germany,43,121927.92,1,0,Yes
838,Spain,40,61671.19,1,1,Yes
756,Germany,39,149363.12,2,1,No
775,France,27,152309.37,1,0,No
635,France,33,0.0,2,0,No
705,Spain,36,111629.29,1,1,No
481,France,40,0.0,1,1,No
727,Spain,49,96296.78,1,0,Yes
595,France,20,95830.43,1,0,No
535,France,38,135919.33,1,0,No
578,France,59,185966.64,1,0,Yes
597,France,29,0.0,2,1,No
449,France,21,0.0,2,0,No
850,Germany,43,92244.83,2,0,No
494,France,35,112727.06,2,0,No
676,France,34,100359.54,1,0,No
818,Germany,43,105301.5,1,1,No
712,Spain,45,112994.65,1,0,No
672,Germany,40,89025.88,2,0,No
636,France,35,95478.17,1,0,No
698,France,37,0.0,2,0,No
597,Germany,43,119127.46,2,0,No
717,France,28,128206.79,1,1,No
614,France,49,0.0,2,0,No
708,Germany,23,71433.08,1,0,No
507,Germany,36,118214.32,3,0,Yes
581,France,27,102258.11,2,0,No
579,Spain,39,151963.26,2,0,No
504,Spain,46,163764.84,1,1,Yes
737,France,32,128551.36,2,1,No
540,Spain,31,118158.74,1,1,No
609,France,32,118520.41,1,0,No
778,France,24,0.0,2,1,No
621,France,40,163823.37,1,0,No
665,Germany,63,104469.58,1,1,Yes
608,France,47,0.0,1,1,No
680,Spain,36,0.0,2,0,No
663,Germany,46,141726.88,1,1,No
627,Germany,35,137852.96,1,1,Yes
