Evaporation,Sunshine,WindGustSpeed,Humidity3pm,Pressure,Cloud3pm,Temp3pm,RainToday,RainTomorrow
4.0,12.0,37.0,46.0,1008.3,5.0,22.7,No,Yes
1.6,3.9,59.0,94.0,1003.1500000000001,8.0,11.6,Yes,Yes
4.6,5.8,41.0,51.0,1010.75,7.0,19.4,No,Yes
3.6,8.6,44.0,52.0,1015.85,7.0,18.2,Yes,Yes
6.0,3.5,35.0,82.0,1017.4,7.0,18.6,No,Yes
3.8,7.6,37.0,31.0,1012.4,7.0,24.8,No,Yes
5.6,1.6,63.0,81.0,1001.8499999999999,8.0,15.9,Yes,Yes
3.0,5.1,54.0,60.0,1007.15,6.0,17.2,Yes,Yes
3.0,10.1,,19.0,1020.3,5.0,28.7,No,Yes
7.2,1.9,70.0,93.0,1019.65,8.0,12.7,Yes,Yes
4.2,9.7,59.0,15.0,1010.5,3.0,35.1,No,Yes
3.4,1.5,41.0,35.0,1018.35,7.0,24.9,No,Yes
2.0,5.3,46.0,70.0,1012.1,3.0,20.2,No,Yes
3.2,5.4,50.0,78.0,1017.9,7.0,16.8,Yes,Yes
2.0,5.7,37.0,51.0,1020.0,7.0,17.7,No,Yes
2.0,7.4,39.0,51.0,1019.8,6.0,18.3,Yes,Yes
2.6,5.0,41.0,59.0,1016.4,7.0,18.4,No,Yes
2.2,1.4,46.0,39.0,1011.55,8.0,22.7,Yes,Yes
1.8,7.7,39.0,38.0,1014.95,7.0,18.5,No,Yes
3.6,4.3,56.0,38.0,1013.05,2.0,22.9,No,Yes
4.6,4.3,56.0,57.0,1008.4,3.0,15.5,Yes,Yes
1.2,3.6,37.0,59.0,1014.65,7.0,14.5,No,Yes
4.0,0.0,65.0,93.0,1002.45,8.0,8.2,Yes,Yes
1.0,5.8,31.0,74.0,1014.8499999999999,7.0,13.0,No,Yes
2.2,0.7,52.0,66.0,1014.3,7.0,15.2,No,Yes
0.6,4.2,26.0,68.0,1018.45,7.0,20.2,No,Yes
1.2,0.9,39.0,94.0,1014.75,8.0,16.3,No,Yes
2.2,5.3,30.0,73.0,1014.9,5.0,17.6,No,Yes
0.6,3.4,31.0,77.0,1015.3499999999999,7.0,17.2,Yes,Yes
2.0,0.0,33.0,93.0,1012.7,8.0,15.1,Yes,Yes
0.6,5.5,52.0,70.0,1001.95,6.0,15.5,Yes,Yes
1.6,4.9,46.0,69.0,1013.35,3.0,15.1,Yes,Yes
0.8,0.0,15.0,89.0,1020.45,7.0,12.2,No,Yes
0.2,6.1,28.0,71.0,1019.3,3.0,16.3,No,Yes
1.2,3.1,35.0,88.0,1032.5,7.0,14.7,No,Yes
0.4,0.5,20.0,86.0,1010.7,8.0,13.1,No,Yes
1.0,3.1,31.0,72.0,1021.9,7.0,13.0,No,Yes
0.8,2.9,41.0,87.0,1009.0,7.0,14.4,No,Yes
0.0,0.9,70.0,84.0,1015.35,8.0,12.6,No,Yes
2.0,0.9,70.0,86.0,999.3499999999999,8.0,8.3,Yes,Yes
1.2,1.7,96.0,87.0,1004.85,7.0,12.2,Yes,Yes
0.8,3.4,72.0,74.0,1013.15,5.0,14.4,Yes,Yes
1.4,6.3,59.0,61.0,1000.5,7.0,14.0,No,Yes
3.0,0.7,69.0,90.0,994.25,8.0,8.7,Yes,Yes
1.6,9.0,52.0,63.0,1009.6,2.0,10.8,Yes,Yes
1.6,4.9,48.0,70.0,1020.4,7.0,12.1,Yes,Yes
2.4,5.8,61.0,85.0,1010.45,7.0,12.0,No,Yes
1.4,4.5,50.0,89.0,1016.15,7.0,11.4,Yes,Yes
1.6,6.3,67.0,50.0,999.6,6.0,14.3,No,Yes
3.2,0.3,35.0,92.0,997.8499999999999,7.0,9.1,Yes,Yes
0.4,2.5,46.0,67.0,1012.15,7.0,11.5,Yes,Yes
0.6,5.0,50.0,79.0,1013.35,4.0,13.7,Yes,Yes
0.6,0.0,44.0,81.0,1011.25,8.0,9.1,No,Yes
1.0,3.7,74.0,79.0,1006.8499999999999,7.0,12.7,Yes,Yes
3.4,3.0,74.0,71.0,1011.25,7.0,7.1,Yes,Yes
1.4,1.5,28.0,69.0,1019.4000000000001,7.0,10.4,No,Yes
0.8,0.0,35.0,87.0,1008.9,8.0,11.2,Yes,Yes
0.4,4.5,39.0,82.0,1014.9,6.0,13.7,Yes,Yes
1.8,7.0,57.0,65.0,1012.45,4.0,15.5,No,Yes
1.0,3.1,69.0,69.0,1010.05,7.0,15.2,No,Yes
2.4,0.1,85.0,57.0,996.25,8.0,9.0,Yes,Yes
2.0,5.0,80.0,55.0,1012.65,5.0,8.0,Yes,Yes
1.4,7.2,37.0,64.0,1031.9499999999998,8.0,13.4,No,Yes
2.2,2.1,31.0,68.0,1033.0,8.0,13.4,Yes,Yes
0.4,,48.0,82.0,1030.45,8.0,12.1,Yes,Yes
2.2,0.8,39.0,64.0,1023.35,7.0,14.7,No,Yes
1.8,7.7,57.0,67.0,1028.35,7.0,9.4,Yes,Yes
1.6,6.3,26.0,55.0,1032.8,3.0,11.2,Yes,Yes
1.4,3.5,43.0,82.0,1035.45,5.0,9.9,Yes,Yes
2.4,1.8,65.0,92.0,1021.3,7.0,9.6,No,Yes
3.6,0.5,,43.0,1012.0,8.0,18.5,No,Yes
2.8,3.9,,80.0,1010.7,7.0,10.8,Yes,Yes
1.6,8.9,43.0,64.0,1023.2,4.0,12.5,Yes,Yes
6.4,3.5,85.0,35.0,1008.3,7.0,21.2,No,Yes
4.8,7.6,63.0,54.0,1010.7,5.0,16.4,No,Yes
1.0,8.3,33.0,64.0,1019.5,6.0,16.6,No,Yes
2.2,8.6,44.0,57.0,1014.35,3.0,14.6,No,Yes
5.4,9.9,43.0,33.0,1021.15,6.0,24.0,No,Yes
4.2,6.0,76.0,55.0,1008.6500000000001,6.0,13.1,No,Yes
6.0,8.9,,45.0,1017.0,1.0,17.1,No,Yes
4.0,1.7,,51.0,998.25,7.0,21.9,Yes,Yes
3.4,4.8,46.0,63.0,1009.85,8.0,16.6,No,Yes
3.4,3.2,41.0,58.0,1023.3,7.0,13.8,No,Yes
6.2,9.6,69.0,46.0,1010.9000000000001,7.0,15.4,No,Yes
3.4,8.1,61.0,10.0,1001.7,6.0,32.3,No,Yes
10.2,10.4,83.0,48.0,1011.0,6.0,13.6,Yes,Yes
13.4,3.5,,92.0,1016.45,8.0,14.0,No,Yes
3.4,5.3,,72.0,1012.2,7.0,14.8,No,Yes
3.4,11.0,,48.0,1012.9,6.0,18.1,Yes,Yes
10.4,0.9,44.0,93.0,1004.15,7.0,19.0,No,Yes
2.6,6.3,31.0,43.0,1010.2,6.0,23.2,No,Yes
4.0,1.8,39.0,96.0,1010.65,7.0,17.0,Yes,Yes
8.0,13.9,61.0,10.0,1010.0,4.0,34.7,No,Yes
8.0,10.2,80.0,47.0,998.8499999999999,6.0,17.6,No,Yes
7.4,7.2,63.0,50.0,1008.05,6.0,16.7,No,Yes
5.0,13.8,41.0,33.0,1012.3499999999999,1.0,25.5,No,Yes
8.2,9.9,74.0,48.0,1003.55,5.0,17.1,Yes,Yes
7.8,12.4,72.0,20.0,1010.1,5.0,38.6,No,Yes
13.2,1.9,72.0,74.0,1009.05,8.0,22.0,Yes,Yes
4.0,10.3,46.0,29.0,1009.5,6.0,33.6,No,Yes
7.4,0.0,70.0,96.0,994.55,8.0,17.3,Yes,Yes
6.8,10.4,67.0,38.0,1005.3,7.0,22.2,No,Yes
6.2,3.7,43.0,35.0,1017.4,7.0,29.0,No,Yes
4.4,4.0,57.0,48.0,1003.5,6.0,25.8,No,Yes
6.2,4.3,61.0,47.0,1014.85,7.0,20.0,No,Yes
5.4,1.6,52.0,69.0,1014.55,7.0,18.3,No,Yes
6.6,7.8,56.0,45.0,999.45,6.0,24.1,No,Yes
6.0,2.6,56.0,90.0,1010.8,7.0,16.3,No,Yes
2.6,3.0,57.0,35.0,1014.9,6.0,19.4,No,Yes
4.0,4.4,72.0,75.0,1019.4,8.0,13.3,Yes,Yes
5.4,1.1,61.0,19.0,1012.6,8.0,27.4,No,Yes
2.8,3.2,30.0,61.0,1018.9000000000001,8.0,16.6,No,Yes
0.6,3.8,33.0,56.0,1012.25,7.0,16.6,Yes,Yes
2.0,0.7,35.0,91.0,1006.4000000000001,7.0,12.3,Yes,Yes
1.6,4.3,54.0,90.0,1013.7,8.0,11.8,No,Yes
1.8,0.4,63.0,88.0,1004.7,8.0,11.8,No,Yes
1.0,3.2,56.0,84.0,1011.7,7.0,13.6,Yes,Yes
1.2,6.3,37.0,82.0,1025.6,7.0,12.6,No,Yes
2.2,5.4,57.0,85.0,1014.6500000000001,7.0,15.5,No,Yes
3.0,7.7,67.0,34.0,1006.9000000000001,2.0,22.6,No,Yes
5.2,5.3,81.0,52.0,1001.05,7.0,13.3,Yes,Yes
2.4,5.5,63.0,65.0,1013.8499999999999,4.0,12.9,Yes,Yes
1.6,6.7,59.0,70.0,1021.0,5.0,12.9,Yes,Yes
1.2,3.0,56.0,87.0,1018.65,7.0,12.9,Yes,Yes
1.8,3.9,70.0,88.0,1011.3499999999999,7.0,14.9,Yes,Yes
2.0,5.9,63.0,60.0,1007.75,7.0,13.8,Yes,Yes
1.4,6.0,63.0,79.0,1015.25,7.0,14.0,Yes,Yes
1.8,4.9,78.0,74.0,1014.8,4.0,8.9,Yes,Yes
0.6,2.9,39.0,89.0,1035.1999999999998,7.0,12.4,No,Yes
2.0,6.6,35.0,56.0,1024.0,7.0,18.0,No,Yes
1.8,4.6,33.0,74.0,1007.75,7.0,16.8,Yes,Yes
1.0,5.5,41.0,83.0,1017.1,7.0,16.0,No,Yes
1.0,3.4,57.0,91.0,1014.25,5.0,12.6,Yes,Yes
0.6,4.7,52.0,72.0,1017.5,7.0,13.7,No,Yes
1.2,3.8,50.0,82.0,1014.1,8.0,10.6,Yes,Yes
1.0,1.9,26.0,62.0,1023.8499999999999,7.0,11.2,No,Yes
1.4,2.9,56.0,83.0,1011.55,7.0,11.9,Yes,Yes
2.6,5.2,67.0,69.0,1014.05,7.0,15.6,No,Yes
0.6,0.0,22.0,89.0,1022.1,8.0,12.8,No,Yes
0.8,0.2,44.0,85.0,1015.15,7.0,13.3,No,Yes
0.4,2.5,44.0,76.0,1021.8499999999999,5.0,12.3,Yes,Yes
1.8,0.0,59.0,76.0,1016.35,8.0,10.2,No,Yes
1.4,5.0,50.0,72.0,1012.7,7.0,13.8,Yes,Yes
1.2,2.2,39.0,88.0,1025.0,8.0,12.1,No,Yes
1.2,3.0,35.0,59.0,1021.0999999999999,8.0,13.4,No,Yes
1.8,3.8,41.0,88.0,1010.4,7.0,12.5,Yes,Yes
1.4,4.0,63.0,80.0,1000.75,7.0,7.2,Yes,Yes
2.0,3.3,72.0,87.0,1013.25,8.0,10.1,Yes,Yes
0.4,5.2,57.0,74.0,1016.4000000000001,7.0,11.1,Yes,Yes
1.0,1.8,70.0,77.0,1010.2,7.0,7.3,Yes,Yes
1.2,3.1,48.0,96.0,1018.6,7.0,8.5,Yes,Yes
0.6,4.7,48.0,77.0,1026.7,7.0,10.2,Yes,Yes
0.6,5.4,41.0,87.0,1026.5,6.0,10.4,Yes,Yes
2.6,0.1,65.0,63.0,1016.2,7.0,12.3,No,Yes
2.0,6.3,61.0,67.0,1008.5999999999999,7.0,12.3,No,Yes
2.8,3.6,61.0,70.0,1009.5999999999999,8.0,12.2,Yes,Yes
1.8,6.1,70.0,56.0,1017.45,,9.3,Yes,Yes
1.0,7.4,43.0,71.0,1031.0500000000002,7.0,11.5,Yes,Yes
1.6,0.7,56.0,92.0,1013.45,8.0,10.8,No,Yes
1.6,3.9,44.0,60.0,1017.55,7.0,10.2,Yes,Yes
1.6,6.3,74.0,82.0,1012.55,7.0,10.6,No,Yes
1.2,5.0,48.0,87.0,1021.6,7.0,10.4,No,Yes
1.4,6.7,52.0,78.0,1017.3,7.0,8.7,Yes,Yes
1.0,6.2,41.0,90.0,1023.0,6.0,11.4,Yes,Yes
1.2,5.6,48.0,49.0,1014.75,7.0,14.4,No,Yes
3.4,6.7,67.0,69.0,1006.55,1.0,10.8,Yes,Yes
2.0,3.5,54.0,58.0,1003.1500000000001,7.0,12.4,Yes,Yes
3.2,9.0,69.0,35.0,1015.6,3.0,20.5,No,Yes
5.0,3.1,56.0,63.0,1009.75,8.0,16.7,Yes,Yes
3.0,5.3,35.0,66.0,1029.45,8.0,10.2,No,Yes
1.4,0.0,37.0,92.0,1005.8,7.0,10.4,No,Yes
1.0,0.4,61.0,87.0,1011.5999999999999,7.0,8.8,No,Yes
1.8,5.5,59.0,80.0,1020.05,7.0,10.8,Yes,Yes
0.4,5.6,37.0,86.0,1023.4,7.0,12.6,Yes,Yes
7.2,5.1,39.0,63.0,1011.7,3.0,16.3,No,Yes
1.4,4.0,30.0,73.0,1019.55,5.0,13.8,No,Yes
,2.1,39.0,73.0,1026.2,7.0,12.8,Yes,Yes
2.6,9.6,37.0,39.0,1016.5999999999999,5.0,21.4,No,Yes
3.8,4.7,52.0,65.0,1020.35,5.0,12.4,Yes,Yes
5.8,11.0,57.0,15.0,1012.8,1.0,30.4,No,Yes
6.6,1.8,37.0,77.0,1009.85,7.0,15.3,No,Yes
4.0,0.8,33.0,91.0,1010.05,7.0,15.7,No,Yes
0.4,1.1,33.0,89.0,1004.25,8.0,17.9,Yes,Yes
6.8,6.2,46.0,53.0,1020.2,7.0,17.5,No,Yes
6.8,1.9,74.0,46.0,999.65,8.0,20.1,No,Yes
4.4,8.5,61.0,52.0,1002.5,7.0,20.1,No,Yes
5.6,10.7,50.0,43.0,1014.0,3.0,21.1,No,Yes
13.8,7.1,70.0,10.0,1002.0999999999999,7.0,35.7,No,Yes
8.0,11.5,35.0,31.0,1010.0999999999999,5.0,29.5,No,Yes
7.6,9.3,41.0,48.0,1008.25,2.0,27.0,Yes,Yes
9.0,3.9,61.0,93.0,1005.2,8.0,15.9,No,Yes
3.2,4.4,37.0,93.0,1003.3,8.0,12.2,Yes,Yes
2.6,9.8,48.0,43.0,1006.0,7.0,23.1,Yes,Yes
5.6,1.6,59.0,72.0,1001.7,5.0,20.9,Yes,Yes
8.0,0.0,30.0,92.0,1002.6500000000001,8.0,19.0,No,Yes
1.2,4.1,35.0,54.0,1012.1500000000001,7.0,22.4,No,Yes
4.4,1.9,50.0,32.0,1010.05,7.0,29.0,No,Yes
5.0,0.0,28.0,97.0,1010.25,8.0,19.7,Yes,Yes
3.4,1.6,33.0,69.0,1017.05,8.0,22.5,No,Yes
6.8,5.6,74.0,24.0,1004.85,7.0,32.6,No,Yes
7.6,5.9,61.0,54.0,1006.4000000000001,7.0,16.5,Yes,Yes
5.0,2.1,30.0,62.0,1016.55,7.0,20.3,No,Yes
2.2,2.1,39.0,76.0,1021.0999999999999,8.0,17.1,No,Yes
4.0,3.2,52.0,87.0,1010.4000000000001,8.0,15.9,No,Yes
2.0,3.3,31.0,68.0,1026.5,7.0,16.8,No,Yes
1.2,,31.0,44.0,1020.75,7.0,22.3,No,Yes
4.0,7.3,50.0,23.0,1016.05,7.0,29.3,No,Yes
4.5,0.4,39.0,86.0,1021.15,7.0,15.9,Yes,Yes
9.0,2.4,63.0,20.0,1012.4,7.0,26.6,No,Yes
4.2,,26.0,61.0,1016.5,8.0,19.3,Yes,Yes
2.4,,46.0,60.0,1011.05,8.0,19.8,Yes,Yes
,,56.0,40.0,1008.85,1.0,21.8,Yes,Yes
,,70.0,67.0,1012.3,6.0,13.4,Yes,Yes
,,72.0,68.0,1007.5,8.0,16.3,Yes,Yes
,,,,998.5,,,Yes,Yes
,,31.0,65.0,1013.95,8.0,19.3,No,Yes
,,41.0,89.0,1002.5,8.0,17.0,Yes,Yes
,,39.0,96.0,991.25,8.0,13.2,Yes,Yes
,,,57.0,1011.75,8.0,14.7,Yes,Yes
,,57.0,91.0,1012.5,8.0,14.1,Yes,Yes
,,57.0,91.0,1014.3,8.0,16.3,Yes,Yes
,,50.0,92.0,1012.8,8.0,13.7,No,Yes
,,43.0,88.0,1016.2,8.0,14.8,No,Yes
,,57.0,89.0,1014.3,8.0,14.9,Yes,Yes
,,67.0,57.0,1008.55,7.0,18.4,No,Yes
,,,88.0,1018.35,8.0,13.2,Yes,Yes
,,46.0,96.0,1007.75,8.0,10.5,No,Yes
,,30.0,94.0,1005.3,7.0,11.5,No,Yes
,,31.0,79.0,1003.5,8.0,13.2,No,Yes
,,39.0,92.0,1001.0,5.0,11.7,Yes,Yes
,,41.0,97.0,1001.6,8.0,11.1,No,Yes
,,48.0,79.0,1005.1500000000001,7.0,12.4,Yes,Yes
,,48.0,90.0,1016.85,8.0,11.9,Yes,Yes
,,31.0,66.0,1029.25,,15.2,No,Yes
,,39.0,91.0,1012.5,8.0,11.4,No,Yes
,,31.0,76.0,1017.5,8.0,13.0,No,Yes
,,31.0,96.0,1008.85,8.0,11.1,Yes,Yes
,,52.0,79.0,996.2,2.0,13.6,Yes,Yes
,,48.0,88.0,1004.7,8.0,12.1,Yes,Yes
,,57.0,96.0,997.4000000000001,8.0,8.2,Yes,Yes
,,37.0,83.0,1018.35,8.0,11.6,No,Yes
,,33.0,77.0,1023.0,8.0,13.5,Yes,Yes
,,52.0,59.0,1020.55,8.0,12.5,Yes,Yes
,,76.0,77.0,1005.75,7.0,9.4,Yes,Yes
1.2,,39.0,78.0,1021.65,7.0,13.0,Yes,Yes
1.0,,39.0,87.0,1025.45,8.0,13.6,Yes,Yes
1.0,,37.0,86.0,1021.2,4.0,12.9,Yes,Yes
0.6,,37.0,92.0,1010.35,8.0,9.8,Yes,Yes
0.4,,22.0,68.0,1016.05,1.0,12.7,Yes,Yes
0.8,,26.0,79.0,1022.8000000000001,8.0,13.2,No,Yes
1.6,,19.0,76.0,1023.35,1.0,12.3,No,Yes
1.4,,72.0,86.0,1008.55,8.0,10.5,Yes,Yes
0.8,,70.0,91.0,995.6500000000001,8.0,12.5,Yes,Yes
1.2,,104.0,88.0,997.5,8.0,5.3,Yes,Yes
0.4,,67.0,74.0,1022.7,7.0,10.5,Yes,Yes
0.8,,50.0,70.0,1028.75,8.0,12.4,Yes,Yes
1.2,,52.0,79.0,1010.3,7.0,16.4,No,Yes
2.0,,80.0,76.0,995.6,8.0,12.4,Yes,Yes
3.0,,61.0,70.0,1010.1,8.0,8.7,Yes,Yes
1.6,,52.0,99.0,1003.05,8.0,7.4,Yes,Yes
1.2,,91.0,74.0,1005.25,8.0,9.3,Yes,Yes
1.8,,52.0,93.0,1008.25,8.0,7.7,Yes,Yes
0.4,,54.0,69.0,1019.45,8.0,10.5,Yes,Yes
1.2,,50.0,70.0,1023.85,8.0,13.8,Yes,Yes
1.2,,41.0,81.0,1021.0999999999999,8.0,14.0,Yes,Yes
1.8,,52.0,68.0,1013.55,7.0,13.4,Yes,Yes
,,56.0,90.0,1011.5,8.0,9.8,No,Yes
,,48.0,86.0,1024.5,8.0,11.3,Yes,Yes
,,50.0,57.0,1016.55,,17.3,No,Yes
,,80.0,72.0,1004.05,5.0,15.7,Yes,Yes
,,69.0,91.0,1006.75,8.0,7.9,Yes,Yes
,,69.0,96.0,1015.95,8.0,9.8,No,Yes
,,52.0,77.0,1020.55,8.0,13.8,Yes,Yes
,,48.0,41.0,1019.45,,18.8,No,Yes
,,56.0,83.0,1012.5,8.0,11.1,Yes,Yes
,,37.0,81.0,1013.45,6.0,12.3,Yes,Yes
,,31.0,54.0,1016.7,1.0,11.9,No,Yes
,,44.0,63.0,1017.85,8.0,18.8,No,Yes
,,50.0,93.0,1011.95,8.0,13.3,Yes,Yes
,,59.0,73.0,1009.7,4.0,12.4,No,Yes
,,65.0,97.0,1013.6,8.0,13.6,No,Yes
,,43.0,91.0,1010.75,8.0,11.8,Yes,Yes
,,39.0,83.0,1017.95,8.0,12.2,No,Yes
,,37.0,77.0,1015.15,8.0,12.0,No,Yes
,,37.0,95.0,1002.5,8.0,10.3,Yes,Yes
,,50.0,60.0,1012.15,8.0,15.8,No,Yes
,,39.0,56.0,1009.3,8.0,16.8,No,Yes
,,48.0,96.0,1003.55,8.0,12.5,No,Yes
,,59.0,74.0,1009.0999999999999,6.0,11.4,No,Yes
,,50.0,74.0,994.65,8.0,14.1,Yes,Yes
,,48.0,78.0,994.75,8.0,15.5,No,Yes
,,70.0,85.0,994.25,8.0,12.3,Yes,Yes
,,93.0,57.0,1002.1,8.0,13.1,Yes,Yes
,,76.0,100.0,1000.45,7.0,16.2,No,Yes
,,,50.0,1010.25,4.0,12.5,Yes,Yes
,,50.0,76.0,1019.0999999999999,7.0,11.7,Yes,Yes
,,46.0,66.0,1020.05,8.0,14.5,Yes,Yes
,,46.0,80.0,1000.7,8.0,13.2,No,Yes
,,56.0,84.0,1008.1500000000001,8.0,12.3,Yes,Yes
,,,55.0,1010.55,4.0,13.0,Yes,Yes
,,85.0,33.0,1010.6500000000001,4.0,23.1,No,Yes
,,57.0,54.0,1013.8499999999999,8.0,12.3,Yes,Yes
,,67.0,56.0,1007.9,8.0,19.1,No,Yes
,,89.0,57.0,1001.95,,12.3,No,Yes
,,56.0,53.0,1013.2,8.0,14.5,Yes,Yes
,,72.0,69.0,1008.9,8.0,17.1,No,Yes
,,37.0,90.0,1004.2,8.0,13.2,No,Yes
,,39.0,54.0,1007.25,7.0,23.8,No,Yes
,,65.0,100.0,995.35,8.0,12.6,Yes,Yes
,,72.0,95.0,1000.4000000000001,8.0,13.8,Yes,Yes
,,54.0,52.0,1005.35,1.0,26.5,No,Yes
,,76.0,98.0,1006.25,8.0,20.0,No,Yes
,,46.0,32.0,1011.75,,25.2,No,Yes
,,78.0,73.0,1001.65,8.0,15.1,Yes,Yes
,,59.0,69.0,1009.55,7.0,17.8,No,Yes
,,35.0,,1007.05,8.0,22.3,No,Yes
,,81.0,96.0,994.6500000000001,8.0,26.7,Yes,Yes
,,31.0,80.0,1006.85,8.0,19.6,No,Yes
,,33.0,32.0,1010.0999999999999,,29.2,No,Yes
,,61.0,76.0,999.25,4.0,20.8,Yes,Yes
,,,25.0,1010.3,8.0,24.6,No,Yes
,,48.0,72.0,1004.6,8.0,21.8,No,Yes
,,52.0,84.0,1007.05,8.0,19.6,No,Yes
,,39.0,95.0,1006.45,8.0,20.2,No,Yes
,,39.0,58.0,1010.45,8.0,20.9,No,Yes
,,57.0,50.0,1013.15,8.0,16.0,Yes,Yes
,,57.0,53.0,1012.25,7.0,16.1,Yes,Yes
,,54.0,84.0,1010.8,8.0,19.4,No,Yes
,,54.0,43.0,1013.6500000000001,,29.0,No,Yes
,,54.0,92.0,1011.8,8.0,19.6,Yes,Yes
,,61.0,51.0,1009.3,8.0,20.1,No,Yes
,,57.0,94.0,1008.2,8.0,11.9,No,Yes
,,35.0,61.0,1022.3,8.0,16.5,No,Yes
,,41.0,68.0,1013.0,,20.6,No,Yes
,,41.0,96.0,1021.55,8.0,14.9,No,Yes
,,17.0,94.0,1016.55,8.0,15.4,No,Yes
,,63.0,91.0,1009.25,8.0,15.1,Yes,Yes
,,65.0,77.0,1018.9000000000001,6.0,11.0,Yes,Yes
,,39.0,78.0,1025.3,8.0,14.6,Yes,Yes
,,46.0,73.0,1024.8,7.0,17.0,Yes,Yes
,,31.0,95.0,1020.2,8.0,14.9,No,Yes
,,43.0,68.0,1014.45,8.0,15.2,Yes,Yes
,,33.0,74.0,1015.3,8.0,13.9,No,Yes
,,41.0,78.0,1014.3499999999999,7.0,14.1,Yes,Yes
,,30.0,83.0,1020.9000000000001,7.0,14.9,Yes,Yes
,,35.0,87.0,1015.25,7.0,14.5,Yes,Yes
,,63.0,55.0,1014.25,5.0,19.2,No,Yes
,,48.0,76.0,1009.5999999999999,3.0,16.0,No,Yes
,,56.0,73.0,1010.15,8.0,10.2,Yes,Yes
,,35.0,91.0,1019.1,8.0,12.2,Yes,Yes
,,31.0,95.0,1027.55,8.0,11.9,No,Yes
,,41.0,70.0,1025.1999999999998,,15.5,No,Yes
,,37.0,70.0,1015.7,4.0,14.9,No,Yes
16.0,8.0,56.0,43.0,1008.85,6.0,28.4,No,Yes
5.0,1.7,65.0,96.0,1006.2,8.0,16.4,No,Yes
,6.1,33.0,32.0,1014.95,,28.9,No,Yes
6.4,6.1,50.0,43.0,1017.35,6.0,19.3,No,Yes
7.0,0.4,52.0,81.0,1009.45,8.0,15.8,No,Yes
1.8,2.8,69.0,96.0,1003.3,8.0,13.4,Yes,Yes
0.8,3.0,72.0,91.0,1002.2,8.0,12.4,Yes,Yes
4.2,6.5,59.0,74.0,1010.45,6.0,12.7,Yes,Yes
1.8,5.1,63.0,63.0,1013.1,6.0,16.2,Yes,Yes
1.2,5.5,50.0,79.0,1018.2,7.0,14.6,No,Yes
0.6,1.1,50.0,93.0,1017.3,8.0,13.7,Yes,Yes
5.2,,46.0,56.0,1012.95,7.0,17.8,No,Yes
,0.5,39.0,71.0,1015.05,,17.0,Yes,Yes
1.4,4.6,22.0,71.0,1025.5,5.0,12.6,No,Yes
,0.3,20.0,82.0,1023.35,6.0,13.1,Yes,Yes
0.6,3.7,46.0,60.0,1014.85,7.0,14.1,No,Yes
1.6,4.1,41.0,82.0,1009.45,7.0,12.4,No,Yes
1.0,5.0,48.0,62.0,1013.5,7.0,11.5,Yes,Yes
4.0,6.4,50.0,65.0,1016.0,6.0,12.4,Yes,Yes
1.0,1.1,37.0,63.0,1016.3499999999999,8.0,10.1,No,Yes
2.2,2.0,43.0,95.0,1004.1,8.0,9.7,No,Yes
2.8,5.3,44.0,58.0,1011.0999999999999,8.0,12.6,No,Yes
1.8,2.2,48.0,92.0,1014.55,7.0,12.2,Yes,Yes
1.2,1.3,26.0,70.0,1012.0,7.0,13.1,Yes,Yes
1.0,0.1,24.0,96.0,1003.1500000000001,8.0,11.3,Yes,Yes
3.2,4.4,,,994.9,7.0,,No,Yes
3.2,7.5,65.0,82.0,1008.1,7.0,11.7,Yes,Yes
3.0,2.7,,,1013.3,8.0,,Yes,Yes
0.0,3.1,46.0,84.0,1020.7,7.0,13.2,Yes,Yes
1.6,9.1,39.0,56.0,1022.75,6.0,14.2,No,Yes
2.0,0.3,43.0,76.0,1015.7,8.0,11.3,Yes,Yes
1.6,7.4,59.0,69.0,1007.9,7.0,13.4,No,Yes
1.8,5.1,61.0,84.0,1008.1,8.0,9.4,Yes,Yes
2.6,1.7,46.0,82.0,1003.55,7.0,9.5,Yes,Yes
1.4,4.7,37.0,82.0,1013.55,6.0,10.5,Yes,Yes
6.6,9.0,54.0,43.0,1008.5999999999999,4.0,17.0,No,Yes
3.6,5.9,61.0,82.0,1008.8,8.0,9.7,Yes,Yes
1.2,3.4,48.0,85.0,1023.1,7.0,10.7,No,Yes
0.4,3.0,39.0,86.0,1028.2,7.0,12.1,No,Yes
0.8,3.0,46.0,81.0,1026.5500000000002,7.0,11.8,Yes,Yes
,,50.0,51.0,1025.1999999999998,,14.5,No,Yes
3.4,9.7,63.0,32.0,1011.75,5.0,20.2,No,Yes
6.2,4.3,46.0,71.0,1006.4000000000001,6.0,13.7,No,Yes
,,104.0,50.0,1007.1500000000001,,14.2,No,Yes
1.2,,39.0,49.0,1014.2,2.0,19.7,No,Yes
,,61.0,47.0,1005.75,,16.1,No,Yes
7.0,2.6,,86.0,1002.8499999999999,8.0,11.0,Yes,Yes
4.0,5.8,70.0,79.0,1011.2,7.0,11.9,Yes,Yes
8.0,2.6,44.0,80.0,1021.3499999999999,4.0,13.5,No,Yes
1.8,5.7,43.0,80.0,1014.2,8.0,12.7,No,Yes
2.4,10.6,57.0,53.0,1012.25,2.0,14.5,Yes,Yes
,,57.0,49.0,1005.6,,15.6,No,Yes
4.0,3.0,57.0,49.0,1014.05,8.0,19.9,No,Yes
10.2,2.3,74.0,78.0,1001.1500000000001,8.0,13.5,No,Yes
